csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
6272.007458619725	5840.9049570737425	7000.609065609801	1.194832	25.909657	0.134298925	0.044338635300000005	-0.024667157400000004	0.0943962239	-0.0223618877	-0.0105981779	0.0051561074	0.0655869144	-0.0191714882	-0.034294110499999995	-0.1098208641	0.015554071000000001	0.021432936200000002	0.07126548519999999	0.0705041882	0.06924137820000001	0.067486038	0.0652506536	0.00866675	-0.0217506	0.0466453	-3.26579e-05	-0.000120291	-9.59083e-05
6281.622931309399	5836.388621536258	6994.458658868206	1.198436	25.987806	0.1594483	-0.0493950809	0.0388474185	0.0339328388	0.0268012506	0.0036358508	0.1091456958	-0.0166939563	-0.060487491	0.027907857299999998	0.08992061109999999	0.055688490099999995	-0.0012273964	0.0712147629	0.0703020926	0.0687896296	0.0666902777	0.0640219479	0.00791533	-0.114704	0.0746531	0.000469235	1.9224e-05	-0.000209214
6286.380171044104	5840.9073131768655	7003.702810766867	1.228891	26.648224	0.268862575	0.0606011821	-0.0138228973	0.0623246083	0.0700741741	0.0760711823	0.038807241	0.0020627317	0.07411328	-0.023324408300000002	0.0131792623	-0.014076821399999998	0.0340807183	0.0711594432	0.0700818433	0.0682979149	0.0658256377	0.0626899288	0.00504804	0.0463774	0.00549608	-8.12665e-05	1.9224e-05	-4.45782e-05
6285.922488132253	5849.238493815688	6999.927436146313	1.184528	25.686213	0.069007095	-0.0514033008	-0.0767868395	0.0398019652	0.0052241315000000005	0.0177345307	-0.036366016800000005	-0.09503641199999999	-0.008877931700000001	-0.022289763100000002	-0.0441871622	-0.0897012604	-0.0029616698	0.0710995296	0.0698434971	0.06776652	0.064893011	0.061256745700000004	0.0050129	0.026854	-0.0195923	2.76108e-05	-0.00019635	0.000118174
6271.825211763151	5846.38289683202	6982.1877993069775	1.317345	28.566322	0.33037386	-0.021550725099999998	0.0637877319	0.0239463727	-0.0400182775	-0.0086623967	0.044204918899999994	0.0467831112	-0.0579459998	0.0657493494	0.027856854	-0.055254167800000004	-0.0838252258	0.07103502610000001	0.0695871158	0.0671957534	0.0638933609	0.059724711500000006	0.0177177	-0.161922	0.0609817	0.000441869	1.9224e-05	-0.000218375
6271.577778373496	5838.667601549244	6970.190602962464	1.204451	26.118227	0.188878765	0.0205397968	-0.056926260599999993	-0.0512420966	-0.0410435991	0.0883908844	0.0748550026	-0.017692348400000002	0.054851630199999994	-0.0714045615	0.0540005515	-0.007831114200000001	-0.10983466230000001	0.07096593679999999	0.06931276530000001	0.0665859469	0.0628277198	0.0580962985	0.014125	-0.0318657	0.0180371	0.000323444	1.9224e-05	-9.10967e-05
6261.639127378964	5832.354344697504	6965.988327943286	1.096581	23.779108	0.12234580749999997	-0.0374852343	0.0673075142	-0.0456067125	0.0018581797	0.0496031433	-0.0340379518	-0.0408437627	0.0372092702	0.0545444175	0.025693562799999996	0.0317698256	-0.0288467421	0.0708922661	0.0690205166	0.0659374547	0.0616971884	0.056374134299999996	0.00609131	0.0408214	-0.00653596	7.94715e-05	1.9224e-05	5.96995e-06
6253.070311699336	5843.68798608126	6965.1429579743835	1.19122	25.831329	0.1843104625	0.0679693693	0.0030219907000000002	-0.0041862701	0.012669359199999999	-0.10471303779999999	-0.051793808899999995	0.09116294900000001	-0.0126303182	0.013063253300000001	-0.055334321900000004	-0.0798884206	0.0085598779	0.0708140188	0.0687104451	0.0652506536	0.0605029342	0.0545609982	0.00244763	-0.060923	0.050896	0.000334723	-0.000108064	-4.1299e-05
6259.610081771766	5829.779281058874	6953.52869026109	1.1669250000000002	25.304491	0.08892455000000002	-0.0240983598	-0.0614759446	-0.049098126500000006	0.0132906621	-0.0228324356	0.045804987199999994	-0.0301174012	-0.0387112821	-0.0554522463	0.0578640368	0.0027576748999999998	0.007171062299999999	0.0707312	0.0683826309	0.0645259426	0.0592461908	0.0526598159	0.00208418	-0.109633	0.0642819	0.000670979	1.9224e-05	-0.000107059
6258.84023799727	5834.308653700299	6965.149926654394	1.225483	26.574306	0.256041235	-0.0074850603000000005	0.0801443594	-0.0621659121	0.001016362	0.060550023700000004	-0.0402182067	-0.0021095083	0.0707156937	0.059447322999999996	0.0113009735	0.0066487670999999995	-0.0245620334	0.0706438149	0.0680371587	0.0637637427	0.0579282562	0.0506736555	0.00452146	0.0618278	0.0139099	0.000155522	8.26644e-05	-5.05333e-05
6247.425249746461	5826.787344241221	6963.5975944939855	1.046328	22.689383	0.087354636	0.0878082042	-0.0033132982	-0.005217278499999999	0.0050954122	-0.0386056677	-0.1041981694	0.0536217348	0.0558225553	-0.0166987221	-0.0667991778	-0.0197516052	0.0799674322	0.0705518693	0.0676741177	0.0629644969	0.0565504915	0.0486057221	0.00450161	0.000248414	0.00271008	-3.97553e-05	7.81223e-05	4.07589e-05
6250.753435414375	5833.204426703864	6959.074813850988	1.242284	26.938631	0.230602274	0.0017922947	-0.043165173	-0.0512514635	-0.12081393480000001	-0.0475771817	0.0166443758	0.0087732082	-0.0838246105	-0.0917082969	0.0023051837	0.0317313688	-0.0547796725	0.0704553691	0.06729360150000001	0.062128669299999995	0.055114319800000006	0.0464593527	0.00446756	-0.131645	0.070028	0.000397133	1.9224e-05	-9.05923e-05
6254.182155242466	5822.085504851279	6957.168581401072	1.173626	25.4498	0.12053095500000002	-0.0107248606	0.0773290381	-0.0681017609	-0.0022291254	0.034631669	-0.00040780769999999996	0.0089435493	0.045742959400000005	0.0368420292	0.0695611196	0.0557543372	0.006529630799999999	0.0703543205	0.0668957086	0.061256745700000004	0.0536212243	0.044238010999999994	0.00450063	-0.0407014	0.0450752	0.000323537	1.9224e-05	-0.000109026
6250.058418434896	5828.556306465099	6965.855829123601	1.111669	24.106285	0.17405621	0.0346327313	-0.045883926500000005	-0.0177799102	-0.0838723063	0.0478154813	-0.0757885823	-0.0213949904	0.051874253700000005	-0.0493257159	-0.062458626399999995	0.06677332009999999	-0.032667277	0.07024873	0.0664805415	0.0603492327	0.05207274730000001	0.0419452816	-0.00406611	0.0629981	0.0124268	-8.58658e-05	1.9224e-05	6.44026e-05
6253.35171553581	5834.630026166118	6969.978752407122	1.252442	27.158915	0.230400305	-0.0420909321	0.056332369699999996	0.005502509	-0.050215221100000006	-0.0371159556	-0.01967472	0.0009654477	-0.0802541727	0.0566304221	0.0120438685	0.0370346064	1.4412300000000001e-05	0.0701386045	0.0660482075	0.0594066574	0.0504704879	0.0395848644	-0.0046485	-0.0858368	0.0596759	0.000425607	1.9224e-05	-9.88029e-05
6270.274047711857	5833.610147661444	6975.572711055551	1.108707	24.042044	0.099171355	0.0641986052	-0.04066488	0.014640368300000001	0.0181803554	0.036917171299999996	-0.0071988468	0.026302509300000002	0.06329234339999999	-0.0397249191	0.011036032900000001	-0.0132055223	0.0165222452	0.070023951	0.0655988184	0.0584295675	0.0488161011	0.0371605682	-0.00667603	-0.0408991	0.0189515	0.000230696	1.9224e-05	-6.40794e-05
6271.229351763572	5839.734916263437	6979.733710562847	1.129015	24.482418	0.15046346000000002	-0.0672794904	-0.0400508945	-0.0159346688	0.0613522464	0.0063896706	-0.075146657	-0.0799448194	0.0180651836	0.0202491065	-0.010948341399999999	-0.0291898642	0.0446872058	0.069904777	0.06513249	0.057418530599999996	0.0471112956	0.0346763054	-0.00277103	0.0457852	-0.0117695	-0.000200273	7.91838e-05	2.8055e-05
6264.939310381258	5854.410140168127	6978.4981884125855	1.205686	26.145021	0.184376375	-0.0236854321	0.0764814627	-0.0098810386	-0.0785339998	-0.0424479782	-0.025672256299999998	0.0255967274	-0.046755535300000005	0.0970104933	-0.0933235194	-0.0593702174	-0.0816136983	0.0697810901	0.06464934280000001	0.056374134299999996	0.045357832199999996	0.0321360848	-0.00834142	-0.0654544	0.0258727	0.000263328	1.9224e-05	-4.68679e-05
6252.647517354489	5833.362599760108	6956.734175754062	1.184538	25.686428	0.118104875	0.08503291439999999	-0.020299211100000002	-0.07158536730000001	0.0045276394	-0.0374480315	0.06442916309999999	0.0735055617	0.008701732700000001	-0.0562013607	0.0449011865	-0.0114740578	0.005819701700000001	0.0696528984	0.0641495016	0.055296985199999996	0.0435575218	0.0295440056	-0.0077317	-0.133917	0.0476132	0.000622513	0.000108581	-0.000144167
6253.085460682377	5838.633830737831	6967.176927200932	1.241699	26.925945	0.28242199	-0.015791096100000002	0.0627979581	-0.1069041282	0.004601126	0.0524769259	-0.027555356200000002	-0.0433357074	0.048035971	0.045360221799999996	0.0082647066	-0.0015031683	-0.0131597968	0.06952021	0.0636330955	0.054187709199999996	0.041712223900000005	0.026904250600000002	-0.0103752	0.0520278	-0.0023286	8.33294e-05	-6.80315e-05	1.78747e-05
6252.405592685937	5835.374711826161	6977.128168725965	1.116588	24.212948	0.07542699	0.0754901583	-0.0074563419999999995	-0.0017865113	0.0108898828	-0.0605494296	-0.11608631259999999	0.0583257078	0.0324455373	0.0052071005	-0.0928014735	-0.0549052268	0.0511332919	0.0693830337	0.0631002577	0.0530469508	0.0398238443	0.0242210798	-0.0144383	-0.00514057	-0.0023295	0.00013905800000000004	1.9224e-05	0.000158783
6265.242749102154	5832.111509002413	6972.273399898921	1.260752	27.339104	0.230986435	-0.053968925	-0.0497718641	-0.027575944100000003	0.029261247599999998	-0.08214687009999999	0.0130164478	-0.0278504084	-0.0936673787	-0.0455367193	0.0353630614	-0.0116558095	0.0476474188	0.06924137820000001	0.0625511259	0.0518753727	0.0378943335	0.021498822999999997	-0.0145054	-0.147534	0.0562297	0.000569398	1.9224e-05	-1.02111e-05
6277.550609232148	5839.958274839389	6989.687554443928	1.252323	27.156328	0.262982115	0.0687311583	0.001125831	-0.0021920553	0.11046479349999999	0.0144294051	-0.0678750952	0.010476175	0.0812572403	0.01018894	0.030103532000000002	-0.0691977013	0.0072635277	0.0690952527	0.061985842	0.0506736555	0.0359256843	0.0187418731	-0.0144409	0.0220559	-0.0180648	0.000210833	1.9224e-05	1.18882e-05
6268.449742905747	5833.0751551792455	6987.221057559106	1.118353	24.25123	0.03826144	-0.0033668116999999997	-0.0752614179	0.0195676944	-0.0948292455	0.045029790800000004	-0.0637432414	-0.0585126882	0.0107801999	-0.0607040199	-0.0760889767	0.047600736399999996	-0.0694267849	0.0689446665	0.0614045518	0.049442497599999996	0.03391993	0.0159546791	-0.0208685	0.0151433	-0.0145224	-5.8422e-05	1.9224e-05	0.00017021
6257.9873043461	5836.394747404376	6980.2558585312745	1.309687	28.400255	0.26458299999999996	-0.037085623	0.06888844429999999	0.0065378819	-0.0395075532	-0.0498800231	0.045097569299999994	0.0068075076	-0.0685051276	0.056778419000000004	0.0401405608	0.009963647800000001	-0.0444373105	0.0687896296	0.0608074054	0.0481826141	0.0318791421	0.0131417387	-0.0145134	-0.147014	0.0467623	0.000447662	-0.000123958	0.000216662
6263.945904341897	5829.98489032464	6979.205828021508	1.166439	25.293953	0.1784532797	0.0507631525	-0.0473868639	-0.0394756463	-0.0005452559	0.0519185333	0.038656035899999996	0.0145276378	0.054004822800000005	-0.0674731972	0.0334070367	0.0057631719999999996	-0.0175330499	0.0686301517	0.0601945571	0.046894737	0.0298054285	0.0103075912	-0.0220511	-0.041097	0.00808535	0.000280895	1.9224e-05	1.7840599999999996e-07
6263.535045559444	5832.145122740284	6988.545012862422	1.123998	24.373642	0.1862054797	-0.0409127254	0.0577802146	-0.0173334484	-0.0009170555999999999	0.0601785667	-0.053806275099999995	-0.0590998138	0.045116309199999996	0.0539402696	-0.019535988400000003	0.032527065200000004	0.0111894272	0.06846624330000001	0.0595661651	0.0455796147	0.027700931	0.0074568103	-0.0315758	0.0645932	-0.0243643	-2.0277e-05	-0.000176376	0.000274225
6264.134118979669	5844.692628452413	6994.794946305417	1.291473	28.005293	0.274481965	0.0639257419	-0.0117137593	0.0516504413	-0.0047080922	-0.0583892983	-0.024811568399999998	0.1071205232	-0.0347685856	-0.0203247152	-0.0652217733	-0.0833254865	0.0482888257	0.0682979149	0.0589223917	0.044238010999999994	0.0255678231	0.0045939961	-0.0314979	-0.104454	0.0361046	0.000409405	1.9224e-05	1.7477e-06
6282.993684744489	5834.345094761917	6987.760576924327	1.157001	25.089289	0.049012505	-0.0517431117	-0.0385374114	-0.0083330948	0.07320132530000001	-0.026223152200000002	0.0173373317	-0.0498606151	-0.0138824924	0.0074199007	0.0754967583	-0.0133373749	0.013843940700000001	0.0681251774	0.05826340309999999	0.042870705700000004	0.023408308	0.0017237685	-0.0314957	-0.0816289	0.0261127	0.000232164	-0.00011523900000000003	-1.04144e-05
6271.347330207249	5837.373472641188	6994.460422836233	1.136553	24.645884	0.194638515	0.0654809192	0.0081642489	0.0359493302	0.1035381133	0.0007722692	-0.08187386940000001	0.020977572599999997	0.08093208860000001	0.025108981800000003	-0.0224797989	-0.0437254095	0.044487478	0.067948042	0.0575893695	0.041478492900000004	0.0212246162	-0.0011492408	-0.0293022	0.0482574	-0.0122487	-3.22807e-05	1.9224e-05	7.462419999999998e-05
6268.7641990688535	5834.868149654964	6988.690328955966	1.126479	24.427429	0.086677235	0.0113069876	-0.06870946929999999	-4.0251e-05	-0.0980684687	0.0388053353	-0.038493203	-0.028003916099999998	0.0291702581	-0.0667031198	-0.0738485693	0.029186938500000002	-0.06338715980000001	0.06776652	0.0569004649	0.0400621815	0.0190190028	-0.0040203955	-0.0315797	-0.0133979	-0.0184836	-9.03396e-05	-0.000133292	0.00019424
6262.32955375752	5837.2908519583825	6982.020879634778	1.300097	28.192305	0.23572338	-0.0429710213	-0.0037196484999999996	-0.029867962400000003	0.0066897004	-0.0830873405	0.0263065816	-0.0273263177	-0.0677642381	0.0406915667	0.051246703399999996	-0.0027727806	-0.0331378229	0.06758062320000001	0.0561968673	0.0386225945	0.0167937461	-0.0068850625	-0.029487	-0.159106	0.03217	0.000316305	-0.000132007	-0.00014321
6254.457591297742	5827.828898894615	6979.199684315161	1.094797	23.74041	0.13679518999999998	0.08507727080000001	-0.0042182323	-0.0315412474	0.0649380325	-0.011481626200000001	0.010572835400000001	0.055259942699999995	0.060469318700000003	0.0037027212	0.0332107645	-0.0426358529	0.0539915618	0.0673903636	0.055478758200000006	0.0371605682	0.014551144299999999	-0.0097386189	-0.0237236	-0.0616212	0.0159196	6.99442e-05	-3.2436e-05	-0.00014321
6260.504789891321	5830.537632117024	6979.694541081365	1.133534	24.58041	0.14163271000000002	-0.0010285862	-0.0662486189	-0.0427962867	-0.038910622	0.0372777803	-0.0482950175	-0.0768283942	0.0266697669	-0.0548277396	0.009972937099999999	0.0120338724	0.0074062634	0.0671957534	0.0547463232	0.0356769521	0.012293513700000001	-0.0125764599	-0.0294968	0.0180734	-0.010136	-0.000239387	1.9224e-05	9.7985e-05
6272.230102764405	5842.603550351048	6982.590077930639	1.175302	25.486153	0.11629902299999997	-0.06838448230000001	-0.0123581389	-0.0128363399	0.018760692199999998	-0.06591750240000001	-0.0930413746	-0.0441878807	-0.0240882475	0.066319167	-0.0481084147	-0.034323366	-0.0155606204	0.0669968053	0.0539997514	0.034172608	0.0100231859	-0.015394006000000002	-0.0294987	-0.0415578	0.0219321	-3.32494e-06	-0.000183893	4.52076e-05
6248.6243147070945	5828.620549543553	6962.960506901541	1.19652	25.946262	0.206644477	0.057888848	0.0317206562	-0.012034098100000001	0.0346639669	-0.0717257012	0.0201047482	0.0811459132	-0.0005946341000000001	0.0020003706	0.075461787	0.0054365315	0.007179935	0.0667935321	0.0532392356	0.03264841	0.0077425059	-0.0181867105	-0.0244146	-0.138748	0.0773419	0.000584348	1.9224e-05	-0.00014321
6258.830597735336	5829.511470670692	6964.628737801762	1.269809	27.535509	0.273221795	-0.048709483399999996	-0.057443975	-0.056084940800000004	0.0570578123	0.0225625496	-0.012461666699999999	-0.082173578	0.0227295028	-0.0310381227	0.0050526238	0.0088512773	0.0461710738	0.0665859469	0.0524649721	0.0311052437	0.0054538292	-0.0209500668	-0.0255448	0.0403373	0.0168521	9.61235e-05	1.9224e-05	1.88954e-05
6262.65961796376	5840.327083514727	6979.481328984244	1.135807	24.629704	0.03696365	-0.025509075899999997	0.0752096399	0.0193305229	-0.040421585600000004	0.0215639875	-0.07750805179999999	-0.0049992004	0.0392204763	0.0934795569	-0.0835532388	0.0190405063	-0.04479735730000001	0.06637406309999999	0.051677160800000004	0.0295440056	0.0031595196999999998	-0.023679615600000002	-0.0322969	0.0276423	0.00932581	9.61235e-05	-0.000104348	9.51286e-05
6272.263155091039	5836.688789073982	6979.631474191874	1.268781	27.513212	0.238897305	0.0138842294	-0.0461003385	0.0279804036	-0.0755523139	-0.0178774983	0.0453180639	0.049048717	-0.043327948600000006	-0.0830722627	-0.0028612545000000003	0.0459974751	-0.0751257095	0.0661578944	0.050876005300000006	0.0279656027	0.0008619467999999999	-0.0263709521	-0.0294936	-0.126901	0.0632688	0.000462447	-8.36051e-05	-6.99593e-05
6278.514635425614	5836.41014061144	6986.93446304806	1.220914	26.475237	0.20403821	-0.033587344	0.066254695	0.0072195146	0.030125262400000002	0.0661093365	0.018549153999999998	-0.021230759300000002	0.0352812642	0.0511304468	0.0470099227	0.030953373	-0.0092214649	0.0659374547	0.050061712300000005	0.0263709521	-0.0014365162	-0.029019733399999997	-0.0294911	0.00571852	0.0168932	0.000137715	1.9224e-05	-0.00014321
6270.039927064872	5836.852459704179	6989.1540580572355	1.0841170000000002	23.508814	0.11478732	0.0724187028	-0.0122865745	0.0660322673	0.0375588602	-0.014693328899999998	-0.0777987569	0.046759659	0.05776600269999999	-0.011191481999999999	-0.0574004834	-0.0378751213	0.0788259988	0.06571275830000001	0.0492344922	0.0247609803	-0.0037334956	-0.0316216849	-0.0294971	0.0461788	-0.00679314	-0.000433431	-0.000139719	0.000139395
6283.865439859436	5848.2580407699215	6990.257752098142	1.354254	29.366686	0.29529979999999995	-0.0098726761	-0.0631734039	0.0452709547	-0.1020864907	-0.0360244393	0.013776071	-0.0191630803	-0.0993271125	-0.0668450739	-0.07094942530000001	-0.0383459496	-0.0800211354	0.0654838197	0.048394558600000005	0.0231366227	-0.0060266189	-0.034172608	-0.0295027	-0.133833	0.0503173	0.000188568	-0.000527183	-1.45812e-05
6274.017682763146	5832.857137103703	6979.036560863116	1.21826	26.417671	0.12167673999999998	-0.034874825400000004	0.0672606818	0.009406175899999999	0.0081438129	-0.0024945999	0.1188230973	0.015704543999999997	-0.0641210859	0.0489633692	0.1007865949	0.0368275332	-0.0236393202	0.0652506536	0.0475421283	0.021498822999999997	-0.0083135178	-0.0366683861	-0.0315692	-0.151783	0.10820900000000001	0.000573886	-0.000165759	-0.00014321
6269.476660331833	5833.613132058732	6982.004789294638	1.300091	28.192171	0.31941041500000006	0.0358826789	-0.0406204715	-0.0046934804	-0.0209353322	0.1057915506	0.0542010291	-0.0048962833	0.0407619655	-0.054801332800000005	0.0120121313	0.0629251024	-0.0159444831	0.0650132751	0.0466774215	0.0198485326	-0.010591830200000001	-0.0391049917	-0.0344713	0.0585913	0.0476256	6.89953e-05	1.9224e-05	7.79286e-05
6278.775840618034	5830.6555943466565	6988.755790281302	1.122883	24.349449	0.043551585	-0.09595814470000001	-0.024149722000000002	0.0242163739	0.0424873156	0.007934665	-0.0539024397	-0.0776231025	-0.0110034043	0.0385399231	-0.0284620167	0.035578070499999996	0.06399409360000001	0.0647716996	0.045800661500000006	0.0181867105	-0.012859203	-0.041478492900000004	-0.0368575	0.0522253	0.0315009	-0.000172847	1.9224e-05	0.00020958
6261.140588118915	5833.809159838469	6982.909248840964	1.246011	27.019445	0.26569684	-0.033347217900000004	0.0843127624	0.047260817999999996	-0.0508770587	-0.0212165907	0.0213679204	0.0496497933	-0.0616064058	0.0688693367	-0.011654548600000002	0.01549737	-0.028487605299999996	0.0645259426	0.0449120746	0.0165143221	-0.015113294499999999	-0.043785059400000007	-0.0367504	-0.117699	0.08897159999999998	0.000292727	-4.00692e-05	-2.94476e-05
6253.968692299626	5824.317676948909	6972.429306507949	1.145483	24.83952	0.08683092	0.0061296608	-0.0430987864	0.0021151307	-0.046505744800000005	0.051244705599999996	0.0784464705	0.0098946957	0.0260590827	-0.0683797701	0.0456756171	0.08819628880000001	-0.042226659699999995	0.06427602	0.0440118904	0.0148323391	-0.0173517765	-0.0460209692	-0.0366594	-0.0646117	0.0654381	0.000339599	8.71362e-05	-1.1426e-06
6264.148808902617	5831.634947877636	6990.247121339812	1.1659560000000002	25.283474	0.195117575	-0.0437042456	0.0781063858	0.011780693100000001	-0.0066953263	0.0823861692	-0.0429351721	-0.030384174500000003	0.0593256629	0.06457884950000001	-0.0108300139	0.060116452300000005	-0.004498902700000001	0.0640219479	0.0431003412	0.0131417387	-0.0195723371	-0.0481826141	-0.0440191	0.0362663	0.00809071	-9.05221e-05	1.9224e-05	9.14738e-05
6250.87967693971	5826.269001554417	6988.207551682243	1.16005	25.155405	0.113444505	0.0616628791	-0.0083121577	0.08893411300000001	0.007886776600000001	-0.0448322101	-0.067847605	0.0673230801	0.0234396862	-0.0088752528	-0.0786363199	-0.0180471192	0.0796016945	0.0637637427	0.0421776625	0.011443503	-0.0217726828	-0.0502665058	-0.0455527	-0.0554377	0.0157807	0.000103149	1.9224e-05	3.48066e-05
6259.396618828927	5834.892810200974	6984.73059619547	1.251384	27.13596	0.23796093	-0.056211869000000005	-0.0573091058	0.0500438312	-0.0121399405	-0.0696034463	0.0389015343	-0.0219064444	-0.1206314486	-0.0418692289	-0.006465765500000001	-0.011817883799999998	0.0460572275	0.0635014212	0.0412440924	0.0097386189	-0.023950541000000002	-0.0522692815	-0.0455365	-0.18633	0.0966572	0.000448651	1.9224e-05	-0.00014321
6274.196716199075	5831.272736291037	6980.517770903225	1.232919	26.735569	0.192150255	0.019658331799999998	0.0426880739	0.028082820699999997	0.0726694181	0.049729744900000004	0.0669131476	0.018719639	0.0412303772	0.013321756399999999	0.0874562467	0.0125020925	0.0075431371	0.0632350002	0.0402998722	0.0080280766	-0.0261036623	-0.054187709199999996	-0.0455435	-0.0475537	0.0591647	0.000412636	-7.408699999999998e-05	4.49531e-05
6272.478454274245	5832.214235098525	6986.595579961999	1.188645	25.775497	0.209819501	0.0045476636	-0.0625091578	0.0299225556	-0.0638143746	0.07653536309999999	-0.021100767599999997	-0.0516444108	0.041703946	-0.058699419800000006	-0.0310277131	0.0664407224	-0.039508268	0.0629644969	0.0393452455	0.0063128702	-0.028229822999999998	-0.0560186933	-0.056561	0.0572352	-0.000992401	6.80769e-05	-0.000168741	0.00028286
